Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka
Pedagogicko-psychologická poradna pro Prahu 3,Pedagogicko-psychologické poradny,"Lucemburská 1856/40, Žižkov, 130 00 Praha 3",poradna3@ppp3.cz,702 087 107,http://ppp3a9.cz/
Pedagogicko-psychologická poradna pro Prahu 11,Pedagogicko-psychologické poradny,"Kupeckého 576/17, Háje, 149 00 Praha 4",ppppraha11@seznam.cz,"272 942 004, 272 918 682, 702 122 787",https://www.ppp11a12.cz/
"Pražská pedagogicko-psychologická poradna, s.r.o.",Pedagogicko-psychologické poradny,"Ohradní 420/20, Michle, 140 00 Praha 4",pppp@pppp.cz,603 513 949,http://www.pppp.cz/
Pedagogicko-psychologická poradna pro Prahu 5,Pedagogicko-psychologické poradny,"Kuncova 1580/1, Stodůlky, 155 00 Praha 5",oppp5@volny.cz,251 611 803,http://www.oppp5.cz/
Pedagogicko-psychologická poradna pro Prahu 6,Pedagogicko-psychologické poradny,"Vokovická 32/3, Vokovice, 160 00 Praha 6",ppp6@ppp6.cz,220 612 131,https://www.ppp6.cz/
Pedagogicko-psychologická poradna pro Prahu 8,Pedagogicko-psychologické poradny,"Glowackého 549/7, Troja, 181 00 Praha 8",poradna8@ppppraha7a8.cz,"286 585 191, 286 882 368",https://www.ppppraha7a8.cz/
Křesťanská pedagogicko-psychologická poradna,Pedagogicko-psychologické poradny,"Pernerova 427/8, Karlín, 186 00 Praha 8",poradna@kppp.cz,739 012 074,https://www.kppp.cz/
Pedagogicko-psychologická poradna pro Prahu 10,Pedagogicko-psychologické poradny,"Jabloňová 3141/30a, Záběhlice, 106 00 Praha 10",borilova@ppp10.eu,778 520 567,http://www.ppp10.eu/
Pedagogicko-psychologická poradna pro Prahu 9,Pedagogicko-psychologické poradny,"Mochovská 570/41, 198 00 Praha 9 – Hloubětín",hloubetin@ppp9.cz,222 524 209,https://ppp9.cz/
Pedagogicko-psychologická poradna pro Prahu 12,Pedagogicko-psychologické poradny,"Barunčina 1478/11, 14300 Praha 4 - Modřany",info@ppp-modrany.cz,"241 772 412, 241 774 672",https://www.ppp11a12.cz/
Pedagogicko-psychologická poradna pro Prahu 7,Pedagogicko-psychologické poradny,"U Smaltovny 22, 170 00 Praha 7",poradna7@ppppraha7a8.cz,"220 805 297, 220 805 247",https://www.ppppraha7a8.cz/
"Soukromá mateřská škola, základní škola a střední škola Slunce, o.p.s.",Pedagogicko-psychologické poradny,"Hornická 410, 273 03 Stochov",centrum@slunce.info,312 690 298,http://www.slunce.info/
"Pedagogicko-psychologická poradna Středočeského kraje, Kolín, Jaselská 826",Pedagogicko-psychologické poradny,"Jaselská 826, Kolín IV, 280 02 Kolín",reditelstvi@pppsk.cz,321 717 168,http://www.pppstredoceska.cz/
"Základní škola Český Brod, Žitomířská 885, okres Kolín",Pedagogicko-psychologické poradny,"Žižkova 507, Český Brod",pisarovicova.a@zszitomirska.info,734 152 689,http://poradna.cesbrod.cz/
"OPEN GATE - gymnázium a základní škola, s.r.o.",Pedagogicko-psychologické poradny,"Na Návsi 5, 251 01 Babice",adamova@opengate.cz,724 371 061,https://www.opengate.cz/
"Střední škola, základní škola a mateřská škola da Vinci",Pedagogicko-psychologické poradny,"Na Drahách 20, 252 41 Dolní Břežany",info@skoladavinci.cz,608 333 567,https://www.skoladavinci.cz/dalsi-aktivity/
"Lexik, vzdělávací centrum a pedagogicko-psychologická poradna, s.r.o.",Pedagogicko-psychologické poradny,"Obránců míru 2348, 252 63 Roztoky",poradna@lexik.cz,739 034 000,https://www.lexik.cz/pedagogicko-psychologicka-poradna
Střední škola VIZE,Pedagogicko-psychologické poradny,"Náměstí Přemyslovců 15/10, 288 02 Nymburk",info@ppporadnavize.cz,775 175 678,http://www.ppporadnavize.cz/
Pedagogicko-psychologická poradna STEP s.r.o.,Pedagogicko-psychologické poradny,"Floriánská 421, 272 01 Kladno",ppp@ppporadna.cz,602 590 000,https://ppporadna.cz/
Školské poradenské zařízení – SPC a PPP,Pedagogicko-psychologické poradny,"Váňova 3180, 272 01 Kladno",mdrdova@spzkolobezka.cz,,http://www.spzkolobezka.cz/
"Pedagogicko-psychologická poradna, České Budějovice, Nerudova 59",Pedagogicko-psychologické poradny,"Nerudova 859/59, České Budějovice 3, 370 04 České Budějovice",poradna.info@pppcb.cz,723 392 134,https://www.pppcb.cz/
"Pedagogicko-psychologická poradna, Plzeň, Částkova 78",Pedagogicko-psychologické poradny,"Částkova 691/78, Lobzy, 326 00 Plzeň",poradnaplzen@pepor-plzen.cz,377 468 111,https://www.pepor-plzen.cz/
Křesťanská pedagogicko-psychologická poradna Plzeň,Pedagogicko-psychologické poradny,"Jiráskovo náměstí 814/30, Východní Předměstí, 326 00 Plzeň",poradna@kppp-plzen.cz,703 159 747,http://kppp-plzen.cz/
"Pedagogicko-psychologická poradna Karlovy Vary, příspěvková organizace",Pedagogicko-psychologické poradny,"Lidická 590/38, Drahovice, 360 01 Karlovy Vary",sekretariat@pppkv.cz,602 572 887,http://www.pppkv.cz/
"Pedagogicko-psychologická poradna Ústeckého kraje a Zařízení pro další vzdělávání pedagogických pracovníků, Teplice, příspěvková organizace",Pedagogicko-psychologické poradny,"Lípová 651/9, 415 01 Teplice",info@pppuk.cz,"417 533 669, 417 535 248, 602 552 976",https://www.pppuk.cz/
"Pedagogicko-psychologická poradna, Česká Lípa, Havlíčkova 443, příspěvková organizace",Pedagogicko-psychologické poradny,"Havlíčkova 443/9, 470 01 Česká Lípa",,"728 541 505, 487 522 179",https://pppcl.cz/
"Pedagogicko-psychologická poradna, Jablonec nad Nisou, příspěvková organizace",Pedagogicko-psychologické poradny,"Smetanova 4265/66, 466 01 Jablonec nad Nisou",poradna@pppjbc.cz,"602 102 833, 777 357 239",https://www.pppjbc.cz/
"Pedagogicko-psychologická poradna, Liberec 2, Truhlářská 3, příspěvková organizace",Pedagogicko-psychologické poradny,"Truhlářská 360/3, Liberec II-Nové Město, 460 01 Liberec",poradna@pppliberec.cz,"482 710 517, 731 488 235",http://www.pppliberec.cz/
"Pedagogicko-psychologická poradna a speciálně pedagogické centrum, Semily, příspěvková organizace",Pedagogicko-psychologické poradny,"Nádražní 213, Podmoklice, 513 01 Semily",poradna@pppsemily.cz,721 128 300,https://www.pppsemily.cz/
Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Královéhradeckého kraje,Pedagogicko-psychologické poradny,"Na Okrouhlíku 1371/30, Pražské Předměstí, 500 02 Hradec Králové",info@ppphk.cz,495 265 423,http://www.pppkhk.cz/
Pedagogicko-psychologická poradna Pardubice,Pedagogicko-psychologické poradny,"Sukova třída 1260, Zelené Předměstí, 530 02 Pardubice",,466 410 327,https://www.ppp-pardubice.cz/
"Pedagogicko-psychologická poradna, Ústí nad Orlicí, Královéhradecká 513",Pedagogicko-psychologické poradny,"Královéhradecká 513, 562 01 Ústí nad Orlicí",info@pppuo.cz,465 521 296,https://www.pppuo.cz/
Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Vysočina,Pedagogicko-psychologické poradny,"Veselská 35/43, Žďár nad Sázavou 1, 591 01 Žďár nad Sázavou",travnikova@pppaspcvysocina.cz,774 106 932,https://www.pppaspcvysocina.cz/
"Gymnázium J. G. Mendela a jeho zařízení a Základní umělecká škola, školská právnická osoba",Pedagogicko-psychologické poradny,"Voroněžská 2566/5, Žabovřesky, 616 00 Brno",ppp@skolskykomplex.cz,"543 216 135, 775 211 793",https://www.skolskykomplex.cz/g-jgm/
"Pedagogicko-psychologická poradna Brno, příspěvková organizace",Pedagogicko-psychologické poradny,"Hybešova 253/15, Staré Brno, 602 00 Brno",hybesova@pppbrno.cz,541 422 822,https://www.pppbrno.cz/cs/
"Pedagogicko-psychologická poradna Břeclav, příspěvková organizace",Pedagogicko-psychologické poradny,"Bří. Mrštíků 2131/30, 690 02 Břeclav",terezie.kubikova@pppbreclav.cz,"519 373 996, 519 322 139",https://www.pppbreclav.cz/
"Pedagogicko-psychologická poradna Hodonín, příspěvková organizace",Pedagogicko-psychologické poradny,"P. Jilemnického 2854/2, 695 01 Hodonín",,518 606 411,http://ppphodonin.cz/?pg=1
"Oblastní pedagogicko-psychologická poradna Vyškov, příspěvková organizace",Pedagogicko-psychologické poradny,"Jungmannova 76/2, Vyškov-Předměstí, 682 01 Vyškov",podatelna@opppvyskov.cz,517 348 706,http://www.opppvyskov.cz/
"Pedagogicko-psychologická poradna Znojmo, příspěvková organizace",Pedagogicko-psychologické poradny,"Jana Palacha 955/6, 669 02 Znojmo",pppznojmo@skolyjm.cz,515 260 077,https://www.ppp-znojmo.cz/
Křesťanská pedagogicko-psychologická poradna Brno,Pedagogicko-psychologické poradny,"Veveří 462/15, Veveří, 602 00 Brno",poradna@kpppb.cz,739 450 034,http://www.kpppb.cz/index.php?page=o-nas
"Pedagogicko-psychologická poradna a Speciálně pedagogické centrum Olomouckého kraje, Olomouc, U Sportovní haly 1a",Pedagogicko-psychologické poradny,"U sportovní haly 544/1a, Lazce, 779 00 Olomouc",ppp@ppp-olomouc.cz,"585 221 045, 585 224 573",http://ppp-olomouc.cz/
Krajská pedagogicko-psychologická poradna a Zařízení pro další vzdělávání pedagogických pracovníků Zlín,Pedagogicko-psychologické poradny,"J. A. Bati 5520, 760 01 Zlín",poradna@poradnazl.cz,575 570 491,https://www.poradnazl.cz/
"Pedagogicko-psychologická poradna, Bruntál, příspěvková organizace",Pedagogicko-psychologické poradny,"Krnovská 998/9, 792 01 Bruntál",,554 717 737,http://www.pppbruntal.cz/
"Pedagogicko-psychologická poradna, Frýdek-Místek, příspěvková organizace",Pedagogicko-psychologické poradny,"Palackého 130, Místek, 738 01 Frýdek-Místek",pppfrydekmistek@pppfm.cz,558 432 084,http://www.pppfm.cz/
"Pedagogicko-psychologická poradna, Karviná, příspěvková organizace",Pedagogicko-psychologické poradny,"Víta Nejedlého 591/4, Ráj, 734 01 Karviná",poradna@pppkarvina.cz,597 582 370,http://www.pppkarvina.cz/
"Pedagogicko-psychologická poradna, Nový Jičín, příspěvková organizace",Pedagogicko-psychologické poradny,"Žižkova 1154/3, 741 01 Nový Jičín",info@pppnj.cz,"556 771 144, 731 664 765",http://www.pppnj.cz/Stranky/default.aspx
"Pedagogicko-psychologická poradna, Opava, příspěvková organizace",Pedagogicko-psychologické poradny,"Rybí trh 177/8, Město, 746 01 Opava",posta@pppopava.cz,"553 622 768, 730 855 223",http://www.ppp.opava.cz/
"Pedagogicko-psychologická poradna, Ostrava - Zábřeh, příspěvková organizace",Pedagogicko-psychologické poradny,"Kpt. Vajdy 2656/1a, Zábřeh, 700 30 Ostrava",osta-zabreh@ppp-ostrava.cz,"553 810 700, 733 165 151",http://www.ppp-ostrava.cz/
Spolek KOLUMBUS,Organizace uživatelů péče,"Keplerova 712/32, Ústí nad Labem 400 07",milan.jisa@spolekkolumbus.cz,774 279 364,https://www.spolekkolumbus.cz/
VIDA o.s.,Organizace uživatelů péče,"V Horkách 12, 140 00 Praha 4 – Nusle",vida@vidacentrum.cz,"233 372 668, 775 585 352, 775 585 350",http://www.vidacentrum.cz/
"Péče o duševní zdraví, z. s., Středisko Chrudim, Klub Polárka",Organizace uživatelů péče,"U Parku 828, 537 01 Chrudim",pdz-cr@pdz.cz,"466 400 116, 466 400 116",http://www.pdz.cz/
"Zahrada2000, o. s., Svépomocná skupina Naděje - HOPE",Organizace uživatelů péče,"Zahrada 2000, Dětřichov 32, 790 01 Jeseník",nadeje@zahrada2000.cz,775 492 334,http://www.zahrada2000.cz/
"Fokus Liberec, o. s., Myklub Liberec, Klub duševního zdraví Česká Lípa",Organizace uživatelů péče,"Nezvalova 662, 460 15 Liberec 15",fokus-rehabilitace@volny.cz,"485 163 440, 739 839 238",http://www.fokuslbc.eu/
"Česká společnost pro duševní zdraví, pobočka Mladá Boleslav, o. s.",Organizace uživatelů péče,"Nový park 1262, 293 01 Mladá Boleslav",ceska.spolecnost@telecom.cz,,http://www.fokus-mb.cz/klubko
"Česká společnost pro duševní zdraví, pobočka Ostrava, Klub Mlýnek",Organizace uživatelů péče,"Nádražní 365/196, 702 00 Ostrava",klubmlynek@seznam.cz,596 115 427,http://www.csdzo.unas.cz/
"Péče o duševní zdraví - region Pardubice, Středisko Pardubice, Klub Pohoda",Organizace uživatelů péče,"Erno Košťála 1015, Pardubice Dubina",pdz-pce@pdz.cz,"466 400 116, 777 915 749",http://www.pdz.cz/
Občanské sdružení Krystal,Organizace uživatelů péče,"Centrum denních aktivit a služeb, Houškova 596/11, Plzeň, 326 00",krystalplzen@email.cz,737 551 341,http://www.kdochce.estranky.cz/
Andělská křídla,Organizace uživatelů péče,"Hekrova 805, Praha 11, 149 00",tereza.simovcekova@seznam.cz,720 331 629,
"Česká společnost pro duševní zdraví, pobočka Praha",Organizace uživatelů péče,"Zvonařova 6, Praha 3, 130 00",csdz@seznam.cz,"222 717 124, 777 336 139",http://www.csdz.cz/
"Fokus Praha, Svépomocný klub MOSTY",Organizace uživatelů péče,"Dolákova 24, Praha 8",mosty@fokus-praha.cz,"233 551 241, 777 800 687",http://fokus-praha.cz/
Klub Okno – Šternberk,Organizace uživatelů péče,"Olomoucká 173, 785 01 Litovel",,"585 085 428, 732 703 811",
Klub Želva – Šternberk,Organizace uživatelů péče,"Opavská 13, 785 01 Šternberk",knopfova.charita@rps.cz,"585 011 014, 739 500 408, 608 719 429",http://www.sternberk.caritas.cz/
"Self Help, o. s.",Organizace uživatelů péče,"Pražská 166/47, 400 01, Ústí nad Labem",selfhelp@volny.cz,472 745 159,http://selfhelp.dinphoto.com/
OBČANSKÉ SDRUŽENÍ PAPRSEK,Skupiny pro příbuzné,"Mikulášská 6, 352 01 Aš",,,
OBČANSKÉ SDRUŽENÍ AMICUS - BRNO,Skupiny pro příbuzné,"Tuřanská 12, 620 00 Brno",zavisek@volny.cz,724 240 840,
KLUB DUŠEVNÍHO ZDRAVÍ při Psychiatrickém sanatoriu,Skupiny pro příbuzné,"Ronovská 846, 470 01 Česká Lípa",,,
SOCIOTERAPEUTICKÝ KLUB DOMINO,Skupiny pro příbuzné,"Jizerská ulice, 370 00 České Budějovice",,,
CENTRUM DUŠEVNÍHO ZDRAVÍ – Svépomocná skupina rodičů,Skupiny pro příbuzné,"Ul. Fr. Šrámka 1647, 500 02 Hradec Králové",,604 818 011,
ŠELA o. s.,Skupiny pro příbuzné,"Ovčáry čp. 55, 280 02 Kolín",sela@quick.cz,"321 722 180, 723 858 018",http://sela.webnode.cz/
RODIČOVSKÝ KLUB Fokus MY KLUB LIBEREC,Skupiny pro příbuzné,"Nezvalova 662, Liberec 15",fokus-myklub-@volny.cz,485 163 440,
POCHODEŇ – občanské sdružení pro pomoc zdravotně postiženým,Skupiny pro příbuzné,"Mařanova 650, 463 12 Liberec 25",,485 130 917,
POLIDON,Skupiny pro příbuzné,"Kosmonautů 1266, 386 01 Strakonice",polidon@quick.cz,383 322 332,
ROVNOVÁHA,Skupiny pro příbuzné,"Plk. Rajmunda Prchaly 4252/ 46, 708 00 Ostrava - Pustkovec",rovnovaha.ostrava@seznam.cz,,
Občanské sdružení FELICITAS Pardubice,Skupiny pro příbuzné,"Staňkova 1103, 530 02 Pardubice",,466 330 161,
OBČANSKÉ SDRUŽENÍ ESET – HELP,Skupiny pro příbuzné,"Vejvanovského 1610, 149 00 Praha 4 - Háje",,,
OBČANSKÉ SDRUŽENÍ ONDŘEJ,Skupiny pro příbuzné,"Nad Ondřejovem 36, 140 00 Praha 4",,,
OBČANSKÉ SDRUŽENÍ OZVĚNA,Skupiny pro příbuzné,"Dolákova 24, 181 00 Praha 8 – Bohnice",,,
SDRUŽENÍ SYMPATHEA,Skupiny pro příbuzné,"Švábky 8, 180 00 Praha 8",sympathea@sympathea.cz,"284 828 568, 776 061 541",http://www.sympathea.cz/
Bartůšková Ludmila MUDr. Mgr.Mgr.,Psychoterapeuti,"Klánova 300/62, Praha 4 - Hodkovičky, 140 00",ludmila.bartuskova@ondrejov.cz,221 633 631,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/14-bartuskova-ludmila-mudr-mgr-mgr
Bayer Martin Mgr.,Psychoterapeuti,"Zenklova 1545/39, Praha 8 Libeň, 180 00",kontakt@martinbayer.cz,792 536 180,https://www.martinbayer.cz/
Berka Jiří MUDr.,Psychoterapeuti,"Vojtova 23, Brno, 639 00",berka@medihelp.cz,543 212 752,http://www.medihelp.cz
Březíková Alena MUDr.,Psychoterapeuti,"Tř. Osvobození 1388, Otrokovice, 765 02",detem@post.cz,577 922 056,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/88-brezikova-alena-mudr
Bukovjan Miroslav MUDr.,Psychoterapeuti,"8. pěšího pluku 85, Frýdek-Místek, 738 01",miroslav.bukovjan@seznam.cz,558 900 228,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/94-bukovjan-miroslav-mudr
Buriánek Václav PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 110 00",v.burianek@centrum.cz,,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/16-burianek-vaclav-phdr
"Čepická Blanka PhDr., Ph.D.",Psychoterapeuti,"Michnova 4, 149 00 Praha 4",blanka.cepicka@sena-praha.cz,271 733 456,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/10-cepicka-blanka-phdr
Čermáková Halina MUDr.,Psychoterapeuti,"Höblerova 810, Velké Přílepy, Praha-západ, 252 64",halina.cermakova@centrum.cz,606 364 369,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/11-cermakova-halina-mudr
Černý Kamil MUDr.,Psychoterapeuti,"Mezibranská 1668/5, Praha 1, 110 00",cerny.kam@seznam.cz,271 914 686,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/12-cerny-kamil-mudr
"Černý Martin MUDr., Ph.D.",Psychoterapeuti,"Haštalská 760/27, 110 00 Praha 1",info@mudrcerny.cz,774 918 150,http://www.mudrcerny.cz/
"Černý Vojtěch PhDr., Ph.D.",Psychoterapeuti,"Františkánská 6, 602 00 Brno",info@cervoy.cz,602 737 026,http://www.psychologiebrno.cz/
Cibulková Lenka Mgr.,Psychoterapeuti,"Patočkova 3/712, Praha 6, 16900",cibulkova@psychosomatika.cz,"233 351 741, 776 736 832",http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/17-cibulkova-lenka-mgr
Dokoupilová Jana PhDr.,Psychoterapeuti,"Dělnická 884/41, 735 64, Havířov",dokoupilova.jana@volny.cz,596 410 251,http://www.phdrdokoupilova.cz/
Doležalová Lucie Mgr.,Psychoterapeuti,"Klánova 62, Praha 4, 14700",l.d@seznam.cz,241 442 793,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/18-dolezalova-lucie-mgr
Doležalová Romana PhDr. Mgr.,Psychoterapeuti,"Masarykova 781/318 b, Ústí nad Labem, 400 01",r.dolezalova@cbox.cz,475 221 012,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/104-dolezalova-romana-phdr-mgr
Drábková Hana PhDr.,Psychoterapeuti,"Břehová 3, Praha 1, 11000",hdrabkova@volny.cz,777 326 100,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/19-drabkova-hana-phdr
