Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched
Kontaktní místo Kostelec nad Orlicí,Odborné sociální poradenství,"Příkopy 530, Kostelec nad Orlicí 517 41, Královéhradecký kraj",opnachod@ops.cz,+420734370960,http://www.ops.cz,,matched
"Centrum pro integraci osob se zdravotním postižením Královéhradeckého kraje, o. p. s.",Odborné sociální poradenství,"Jana černého 8/28, Věkoše (část) 503 41, Královéhradecký kraj",czphk.cz,+420495538867,http://www.czphk.cz,,matched
"Centrum pro integraci osob se zdravotním postižením Královéhradeckého kraje, o. p. s.",Odborné sociální poradenství,"Rybářská 1819, Náchod 547 01, Královéhradecký kraj",nachod.cz,+420491426027,http://www.czphk.cz,,matched
"Centrum pro integraci osob se zdravotním postižením Královéhradeckého kraje, o. p. s.",Odborné sociální poradenství,"Palackého 694, Rychnov nad Kněžnou 516 01, Královéhradecký kraj",rychnov.cz,+420494535494,http://www.czphk.cz,,matched
"Centrum pro integraci osob se zdravotním postižením Královéhradeckého kraje, o. p. s",Odborné sociální poradenství,"Horská 5, Střední Předměstí 541 01, Královéhradecký kraj",trutnov.cz,+420499813032,http://www.czphk.cz,,matched
"Centrum pro integraci osob se zdravotním postižením Královéhradeckého kraje, o. p. s.",Odborné sociální poradenství,"Vrchlického 823, Valdické Předměstí 506 01, Královéhradecký kraj",jicin.cz,+420493532182,http://www.czphk.cz,,unmatched
Občanská poradna Rychnov nad Kněžnou,Odborné sociální poradenství,"Tylova 373, Rychnov nad Kněžnou 516 01, Královéhradecký kraj",op.rychnov@gmail.com,+420775475796,www.oprk.cz,https://www.oprk.cz,matched
"KřESADLO HK - Centrum pomoci lidem s PAS, z.ú.",Odborné sociální poradenství,"Okružní 1130/11, Hradec Králové (část) 500 03, Královéhradecký kraj",info@kresadlohk.cz,+420778085235,www.kresadlohk.cz,https://www.kresadlohk.cz,matched
Sociální rehabilitace,Odborné sociální poradenství,"Okružní 1130/11, Hradec Králové (část) 500 03, Královéhradecký kraj",info@kresadlohk.cz,+420778085235,www.kresadlohk.cz,https://www.kresadlohk.cz,matched
Poradna sv. Alexandra,Odborné sociální poradenství,"Františka Formana 251/13, Ostrava-Dubina 700 30, Moravskoslezský kraj",poradna@alexandr.charita.cz,+420731625840,https://charita-sv-alexandra.cz/socialni-sluzby-a-aktivita/poradna-sv-alexandra/,,matched
Bezplatná poradna mezi paragrafy (český Krumlov),Odborné sociální poradenství,"5. května 251, český Krumlov 381 01, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/-310/,,matched
"Poradna pro rodinu, manželství, mezilidské vztahy",Odborné sociální poradenství,"Palackého náměstí 97, Strakonice I 386 01, Jihočeský kraj",poradna@ops-poradnastrakonice.cz,+420727809070,http://rodinnaporadna-strakonice.cz/index.htm,,matched
Občanská poradna Moravské Budějovice,Odborné sociální poradenství,"nám. Míru 26, Moravské Budějovice 676 02, Kraj Vysočina",poradna.mb@optrebic.cz,+420777720165,https://www.optrebic.cz/kontakt/obcanska-poradna-moravske-budejovice/,,matched
Občanská poradna Havlíčkův Brod,Odborné sociální poradenství,"B. Němcové 188, Havlíčkův Brod 580 01, Kraj Vysočina",poradna@charitahb.cz,,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,,matched
Občanská poradna Humpolec,Odborné sociální poradenství,"Pobočka Máchova 1607, Humpolec 396 01, Kraj Vysočina",poradna@charitahb.cz,+420731604742,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,,matched
Občanská poradna Světlá nad Sázavou,Odborné sociální poradenství,"Sázavská 597, Světlá nad Sázavou 582 91, Kraj Vysočina",poradna@charitahb.cz,+420731604742,https://hb.charita.cz/jak-pomahame/obcanska-poradna-havlickuv-brod/,,matched
Poradna Cesta těhotenstvím,Odborné sociální poradenství,"českobratrská 1229/13, Moravská Ostrava (část) 702 00, Moravskoslezský kraj",poradna@dlanzivotu.cz,+420605329232,http://dlanzivotu.cz/nabizime/poradna-cesta-tehotenstvim/,,matched
Alzheimer poradna Vysočina,Odborné sociální poradenství,"Ždírec 43, Polná (část) 588 13, Kraj Vysočina",rypalova.m@alzheimerporadnavysocina.cz,+420561111323,www.alzheimerporadnavysocina.cz,https://www.alzheimerporadnavysocina.cz,matched
Manželská a rodinná poradna,Odborné sociální poradenství,"Procházkova 818, Trutnov 541 01, Královéhradecký kraj",poradna@riaps.cz,,http://www.riaps.cz/poradna/,,matched
Oblastní poradna Písek,Odborné sociální poradenství,"Bakaláře 43/6, Písek 397 01, Jihočeský kraj",ochpisek@seznam.cz,+420382214828,https://pisek.charita.cz/jak-pomahame/oblastni-poradna-pisek/,,matched
Odborné sociální poradenství,Odborné sociální poradenství,"5. května 1510, Milevsko 399 01, Jihočeský kraj",poradenstvi@socsluzbymilevsko.cz,+420702133122,https://www.socsluzbymilevsko.cz/odborne-socialni-poradenstvi-milevsko,,matched
VIDA centrum Prachatice,Odborné sociální poradenství,"Vodňanská 375, Prachatice 383 01, Jihočeský kraj",prachatice@vidacentrum.cz,+420775585163,http://www.vidacr.cz,,matched
Občanská poradna Tábor,Odborné sociální poradenství,"Purkyňova 1085/2, Tábor (část) 390 02, Jihočeský kraj",obcanskaporadna@tabor.charita.cz,+420732485038,https://tabor.charita.cz/sluzba/1102/,,matched
Občanská poradna Týn nad Vltavou,Odborné sociální poradenství,"Sakařova 755, Týn nad Vltavou 375 01, Jihočeský kraj",poradna@tyn.charita.cz,+420731402996,https://tyn.charita.cz/jak-pomahame/obcanska-poradna/,,matched
"Manželská a rodinná poradna PorCeTa, o.p.s.",Odborné sociální poradenství,"Smetanova 1284/32, Tábor (část) 390 02, Jihočeský kraj",horecka@porceta.cz,+420777882002,http://www.porceta.cz,,matched
Poradna pro lidi v nouzi,Odborné sociální poradenství,"Archiváře Teplého 1306, Jindřichův Hradec I 377 01, Jihočeský kraj",poradna@jhradec.charita.cz,,https://jindrichuvhradec.charita.cz/sluzba/852/,,matched
Rodinná poradna Jindřichův Hradec,Odborné sociální poradenství,"Janderova 147, Jindřichův Hradec I 377 01, Jihočeský kraj",poradna@jh.cz,,https://www.jh.cz/cs/mestsky-urad/odbory-uradu/odbor-socialnich-veci/rodinna-poradna/,,matched
"Občanská poradna Jihlava, z. s.",Odborné sociální poradenství,"Žižkova 1683/13, Jihlava (část) 586 01, Kraj Vysočina",info@obcanskaporadna.cz,+420567330164,http://obcanskaporadna.cz,,matched
"Poradna Bílého kruhu bezpečí, z.s., české Budějovice",Odborné sociální poradenství,"Riegrova 1756/51, české Budějovice 370 01, Jihočeský kraj",bkb.cbudejovice@bkb.cz,+420734479644,http://www.bkb.cz,,matched
Poradna Eva – Odborné sociální poradenství,Odborné sociální poradenství,"Žižkova tř. 309/12, české Budějovice 370 01, Jihočeský kraj",eva@dchcb.charita.cz,,https://cbudejovice.charita.cz/sluzba/32/,,matched
Bezplatná poradna mezi paragrafy (Kaplice),Odborné sociální poradenství,"Náměstí 70, Kaplice 382 41, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-ckrumlov-kaplice-vetrni-215/,,matched
Bezplatná poradna mezi paragrafy (Trhové Sviny),Odborné sociální poradenství,"Žižkovo náměstí 40, Trhové Sviny 374 01, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-tsviny-nhrady-218/,,matched
Bezplatná poradna mezi paragrafy (Nové Hrady),Odborné sociální poradenství,"Nové Hrady 244, Nové Hrady (část) 373 33, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-tsviny-nhrady-218/,,matched
Bezplatná poradna mezi paragrafy (Větřní),Odborné sociální poradenství,"Šumavská 1, Větřní 382 11, Jihočeský kraj",pravni.poradenstvi@krumlov.cz,+420774110124,http://poradna.krumlov.cz/w/pobocky-ckrumlov-kaplice-vetrni-215/,,matched
Poradenské centrum - rovné šance pro všechny (české Budějovice),Odborné sociální poradenství,"česká 380/52, české Budějovice 370 01, Jihočeský kraj",osjihoceskaruze@centrum.cz,,https://jihoceskaruze.cz/poradenske-centrum/,,matched
Středisko pro rodinu a mezilidské vztahy,Odborné sociální poradenství,"Nádražní 105/47, české Budějovice 370 01, Jihočeský kraj",spramv@gmail.com,+420387438703,http://www.rodinnaporadnacb.cz/stredisko-pro-rodinu,,matched
Občanská poradna Třebíč,Odborné sociální poradenství,"Přerovského 126/6, Třebíč 674 01, Kraj Vysočina",poradna.tr@optrebic.cz,+420724304718,https://www.optrebic.cz/,,matched
Poradna pro rodinu,Odborné sociální poradenství,"Dukelská 436/15, Jeseník 790 01, Olomoucký kraj",ppr.jesenik@ssp-ol.cz,+420584414035,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,matched
Poradna pro rodinu,Odborné sociální poradenství,"Palackého 2, Šumperk 787 01, Olomoucký kraj",ppr.sumperk@ssp-ol.cz,+420583213141,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,matched
Poradna pro rodinu,Odborné sociální poradenství,"Na Vozovce 622/26, Olomouc 779 00, Olomoucký kraj",ppr.olomouc@ssp-ol.cz,+420585413540,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,matched
Poradna pro rodinu,Odborné sociální poradenství,"Bezručovo nám. 9, Prostějov (část) 796 01, Olomoucký kraj",ppr.prostejov@ssp-ol.cz,+420582345013,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,matched
Poradna pro rodinu,Odborné sociální poradenství,"Velká Dlážka 44, Přerov I-Město 750 02, Olomoucký kraj",ppr.prerov@ssp-ol.cz,+420581202980,https://www.ssp-ol.cz/poradny-pro-rodinu/rozcestnik,,matched
Odborné sociální poradenství,Odborné sociální poradenství,"Karafiátová 5, Olomouc 779 00, Olomoucký kraj",pamatovacek@pamatovacek.cz,+420585426110,https://www.pamatovacek.cz/odborne-socialni-poradenstvi,,matched
Občanská poradna Vodňany,Odborné sociální poradenství,"Jiráskova 116, Vodňany II 389 01, Jihočeský kraj",poradna@tyn.charita.cz,+420731402996,https://tyn.charita.cz/jak-pomahame/obcanska-poradna/,,matched
Občanská poradna Veselí nad Lužnicí,Odborné sociální poradenství,"Budějovická 148, Veselí nad Lužnicí I 391 81, Jihočeský kraj",poradna@tyn.charita.cz,+420731402996,https://tyn.charita.cz/jak-pomahame/obcanska-poradna/,,matched
Služby pro rodinu při Jihočeské rozvojové o.p.s.,Odborné sociální poradenství,"Riegrova 1756/51, české Budějovice 2 (část) 370 01, Jihočeský kraj",prorodinu@jihoceskarozvojova.cz,+420724509578,https://www.jihoceskarozvojova.cz/sluzby/sluzby-pro-rodinu.html,,matched
Sociální poradna Kroměříž,Odborné sociální poradenství,"Ztracená 63, Kroměříž 767 01, Zlínský kraj",socialni.poradna@kromeriz.charita.cz,,https://www.kromeriz.charita.cz/sluzby/socialni-poradna/,,matched
Kontaktní a poradenské centrum Plus,Odborné sociální poradenství,"Ztracená 63/1, Kroměříž 767 01, Zlínský kraj",sylvie.osickova@kromeriz.charita.cz,+420573336569,https://www.kromeriz.charita.cz/sluzba/108/,,matched
Dluhové poradenství Samaritán Otrokovice,Odborné sociální poradenství,"Moravní 936, Otrokovice (část) 765 02, Zlínský kraj",samaritan@otrokovice.charita.cz,,https://www.otrokovice.charita.cz/sluzba/114/,,matched
"Centrum poradenství pro rodinné a partnerské vztahy, příspěvková organizace",Odborné sociální poradenství,"U Náhonu 5208, Zlín (část) 760 01, Zlínský kraj",ic@centrum-poradenstvi.cz,,http://www.centrum-poradenstvi.cz,,matched
Poradna pro závislosti Agarta,Odborné sociální poradenství,"Náměstí 84/17, Valašské Meziříčí 757 01, Zlínský kraj",poradna@agarta.cz,+420702149189,https://www.agarta.cz/,,matched
Poradna pro rodinu,Odborné sociální poradenství,"Svárov 323, Vsetín 755 01, Zlínský kraj",sarka.vaculikova@azylovydum.cz,+420739633350,https://www.azylovydum.cz/hledam-pomoc/poradna-pro-rodinu/,,matched
Poradna Centrum ÁčKO,Odborné sociální poradenství,"Husova 402/15, Valašské Meziříčí 757 01, Zlínský kraj",info@centrum-acko.cz,+420602651064,https://www.centrum-acko.cz/index.php/o-nas/poradna/poradna-detailni-popis-sluzby/,,matched
Odborné sociální poradenství - Poradna pro pečující,Odborné sociální poradenství,"Žerotínova 319/21, Valašské Meziříčí 757 01, Zlínský kraj",info@diakonievm.cz,,https://www.diakonievm.cz/nase-sluzby/sluzby-k-podpore-domaci-pece/poradna-pro-pecujici/,,matched
Global Partner,Odborné sociální poradenství,"tř. Václava Klementa 209/11, Mladá Boleslav I 293 01, Středočeský kraj",info@gp.cz,+420603546028,https://www.gp.cz/,,matched
Poradna Sv. Rity - odborné sociální poradenství,Odborné sociální poradenství,"Nový Hrozenkov 504, Nový Hrozenkov 756 04, Zlínský kraj",poradna@nhrozenkov.charita.cz,,https://www.nhrozenkov.charita.cz/kontakty/?s=poradna-sv-rity,,matched
Občanská poradna Uherské Hradiště,Odborné sociální poradenství,"Růžová 1238, Uherské Hradiště (část) 686 01, Zlínský kraj",obcanska.poradna@uhradiste.charita.cz,+420606453502,https://www.uhradiste.charita.cz/nase-sluzby/obcanska-poradna-uherske-hradiste/,,matched
Odborné sociální poradenství Uherský Brod,Odborné sociální poradenství,"Přemysla Otakara II. 2476, Uherský Brod (část) 688 01, Zlínský kraj",lenka.koncitikova@uhbrod.charita.cz,+420735713786,https://www.uhbrod.charita.cz/socialni-sluzby/odborne-socialni-poradenstvi/,,matched
Občanská poradna Charity Zlín,Odborné sociální poradenství,"Zálešná I 4057, Zlín (část) 760 01, Zlínský kraj",poradna@zlin.charita.cz,,https://www.zlin.charita.cz/adresar/?s=odborne-socialni-a-dluhove-poradenstvi#directory-detail,,matched
Poradna Modrého kříže v čR-Poradna Karviná,Odborné sociální poradenství,"Karola Śliwky 149/17, Karviná-Fryštát 733 01, Moravskoslezský kraj",karvina@modrykriz.org,+420731494695,https://www.modrykriz.org/karvina/,,matched
Poradna Modrého kříže v čR - Frýdek-Místek,Odborné sociální poradenství,"Malý Koloredov 811, Frýdek 738 01, Moravskoslezský kraj",frydek-mistek@modrykriz.org,+420724087221,https://www.modrykriz.org/,,matched
Poradna Národní rady osob se zdravotním postižením Praha,Odborné sociální poradenství,"Partyzánská 1/7, Holešovice (Praha 7) 170 00, Hlavní město Praha",poradnanrzp@nrzp.cz,+420266753427,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Olomouc,Odborné sociální poradenství,"Slovenská 594, Olomouc 779 00, Olomoucký kraj",poradanaolomouc@nrzp.cz,+420585242865,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Ostrava,Odborné sociální poradenství,"Poradna Národní rady osob se zdravotním postižením, Moravská Ostrava (část) 702 00, Moravskoslezský kraj",poradnaostrava@nrzp.cz,+420736751206,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Brno,Odborné sociální poradenství,"Cejl 892/32, Zábrdovice (Brno-střed) 602 00, Jihomoravský kraj",poradnabrno@nrzp.cz,+420736751214,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Plzeň,Odborné sociální poradenství,"náměstí Republiky 202/28, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",poradnaplzen@nrzp.cz,+420377224879,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Liberec,Odborné sociální poradenství,"Voroněžská 144/20, Liberec III-Jeřáb (část) 460 01, Liberecký kraj",poradnaliberec@nrzp.cz,+420731504057,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Otrokovice,Odborné sociální poradenství,"tř. Osvobození 1388, Otrokovice (část) 765 02, Zlínský kraj",poradnaotrokovice@nrzp.cz,+420739577168,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením české Budějovice,Odborné sociální poradenství,"Staroměstská 2608, české Budějovice 370 04, Jihočeský kraj",poradnacb@nrzp.cz,+420736751209,https://nrzp.cz/,,matched
Poradna Národní rady osob se zdravotním postižením Pardubice,Odborné sociální poradenství,"K Blahobytu 1763, Zelené Předměstí (Pardubice I) 530 02, Pardubický kraj",poradnapardubice@nrzp.cz,+420736751217,https://nrzp.cz/,,matched
Poradna Rožnov,Odborné sociální poradenství,"Zemědělská 500, Rožnov pod Radhoštěm (část) 756 61, Zlínský kraj",roznov@poradnaprozeny.eu,+420604601714,https://www.poradnaprozeny.eu/,,matched
Občanská poradna Pod křídly,Odborné sociální poradenství,"Nábřeží 268, Valašské Meziříčí 757 01, Zlínský kraj",poradna@opvm.cz,+420571629068,http://www.opvm.cz/,,matched
Centrum komplexní péče ve Zlínském kraji Kroměříž,Odborné sociální poradenství,"Velehradská 625/4, Kroměříž 767 01, Zlínský kraj",gambling.zk@podaneruce.cz,+420777293960,https://podaneruce.cz/,,matched
Centrum komplexní péče ve Zlínském kraji Uherské hradiště,Odborné sociální poradenství,"Protzkarova 51, Uherské Hradiště (část) 686 01, Zlínský kraj",gambling.zk@podaneruce.cz,+420777293960,https://podaneruce.cz/,,matched
Centrum komplexní péče ve Zlínském kraji Zlín,Odborné sociální poradenství,"třída Tomáše Bati 202, Zlín (část) 763 02, Zlínský kraj",gambling.zk@podaneruce.cz,+420777293960,https://podaneruce.cz/,,matched
"Logos - poradna pro děti, dospívající a jejich rodiče",Odborné sociální poradenství,"Pod Stráněmi 2505, Zlín (část) 760 01, Zlínský kraj",eliasova@unko.cz,,https://www.unko.cz/,,matched
Občanská poradna Vsetín,Odborné sociální poradenství,"Jiráskova 419, Vsetín 755 01, Zlínský kraj",poradna@vkci.cz,+420774262243,http://www.vkci.cz/,,matched
Poradenské centrum ZEBRA,Odborné sociální poradenství,"Masarykovo náměstí 1079, Valašské Klobouky 766 01, Zlínský kraj",poradnazebra@gmail.com,+420608899408,http://pivecka-ops.cz/?page_id=1948,,matched
VIDA centrum Jemnice,Odborné sociální poradenství,"Husova 2 , Jemnice 675 31, Kraj Vysočina",jemnice@vidacentrum.cz,+420775585160,http://www.vidacr.cz,,matched
"Poradna Bílého kruhu bezpečí, z.s., Plzeň",Odborné sociální poradenství,"Jungmannova 153/1, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",bkb.plzen@bkb.cz,,https://www.bkb.cz/,,matched
Adiktologická a preventivní ambulance - 21,Odborné sociální poradenství,"Plachého 812/6, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",21ambulance@cppt.cz,+420602686893,https://www.cppt.cz/nase-zarizeni/adiktologicka-a-preventivni-ambulance-21,,matched
"Ambulance pro nelátkové závislosti, CPPT, o.p.s.",Odborné sociální poradenství,"Tylova 707/20, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",g.ambulance@cppt.cz,+420724384461,https://www.cppt.cz/nase-zarizeni/ambulance-pro-nelatkove-zavislosti,,matched
