Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source,New Contact,New Matched
Psychoterapie Pelhřimov - Mgr. Martina Buchalová Horská,Psychoterapeutická ambulance,"Vokov 47, Pelhřimov 393 01, Kraj Vysočina",info@psychoterapie-pe.cz,+420723713052,https://psychoterapie-pe.cz/index.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Mgr. Bc. Pavel Bláha - psycholog české Budějovice,Psychoterapeutická ambulance,"Biskupská 129/1, české Budějovice 370 01, Jihočeský kraj",blaha@psychologcb.cz,+420604846096,http://www.psychologcb.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Ordinace klinické psychologie Strakonice,Klinický psycholog,"Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj",psycholog.strakonice@gmail.com,+420728307849,https://sites.google.com/view/psycholog-strakonice/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Psychiatrická ambulance Strakonice,Psychiatrická ambulance,"Radomyšlská 336, Strakonice I 386 01, Jihočeský kraj",,+420383322825,https://pllnare.cz/ambulance,,matched,maps_contacts_telefon,,
Psychiatrická ambulance Blatná,Psychiatrická ambulance,"Zahradnická ul. 1078, Blatná 388 01, Jihočeský kraj",,+420383423995,https://pllnare.cz/ambulance,,matched,maps_contacts_telefon,,
"Psychologie Schenková, s.r.o.",Psychologická ambulance,"Chelčického 50/1, Písek 397 01, Jihočeský kraj",schenkova.vera@seznam.cz,+420607121451,https://search.seznam.cz/search?q=psychiatr%20p%C3%ADsek&sourceid=web&thru=related&sId=cWZTosuX6OhCGTtKeYxH&overlay_type=firmy-hint-1905&overlay_id=firm-13284641,,unmatched,,,
"PhDr. Dagmar čutková - ordinace klinické psychologie, s.r.o.",Klinický psycholog,"Novohradská 1806/68, české Budějovice 5 (část) 370 08, Jihočeský kraj",,+420387436802,https://www.najdipomoc.cz/detail/psycholog/phdr-dagmar-utkova/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Mudr. Pavla Novotná - Dětská a dorostová psychiatrie,Psychiatrická ambulance,"Matice Školské 1786/17, české Budějovice 2 (část) 370 01, Jihočeský kraj",pavla.novotna.ina@gmail.com,+420386354506,https://www.detska-psychiatrie-mudr-novotna.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
"Psychiatrická ambulance, MUDr. Jiří Boháč",Psychiatrická ambulance,"třída Tomáše Bati 3705, Zlín (část) 760 01, Zlínský kraj",bohacj.mudr@email.cz,+420577645259,https://www.firmy.cz/detail/12864154-mudr-jiri-bohac-zlin.html,,matched,maps_contacts_telefon,,
Psychocentrum Zlín,Psychiatrická ambulance,"Osvoboditelů 91, Zlín (část) 760 01, Zlínský kraj",info@psychocentrumzlin.cz,,http://www.psychocentrumzlin.cz/,,matched,scraped_contacts_email,,
PsychéMedic s.r.o.,Psychiatrická ambulance,"Okružní 7070, Zlín (část) 760 05, Zlínský kraj",victoria.prokopova@gmail.com,+420577220899,https://www.psychemedic.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
MUDr. Alena Březíková,Psychiatrická ambulance,"tř. Osvobození 1388, Otrokovice (část) 765 02, Zlínský kraj",etem@post.cz,+420577645231,http://www.detemzlin.cz/,,new_contact_both_match_with_email,,"['+420577922056', 'detem@post.cz']",new_contact_both_match_with_email
"Psychiatrická ambulance Podané ruce, s.r.o.",Psychiatrická ambulance,"Dlouhá 4215, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,+420577439190,https://klinika.podaneruce.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Psychiatrická ambulance Zlín,Psychiatrická ambulance,"Kvítková 373, Zlín (část) 760 01, Zlínský kraj",psychiatrie.zlin@podaneruce.cz,+420577012063,https://podaneruce.cz/centra-sluzby/psychiatricka-ambulance-zlin/,,matched,scraped_contacts_email,,
"Psychologická ambulance PaedDr., Mgr. Obručová Yvona",Psychologická ambulance,"Padělky I 3644, Zlín (část) 760 01, Zlínský kraj",y.obrucova@tiscali.cz,+420775391313,https://www.alfafarm.cz/lekarsky-dum/paeddr-mgr-yvona-obrucova/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
"Klinická psychologie - PhDr. Jiří Laciga, s.r.o.",Klinický psycholog,"Ševcovská 2678, Zlín (část) 760 01, Zlínský kraj",jiri.laciga@gmail.com,+420577437842,https://cs-cz.facebook.com/pages/category/Medical-Center/Klinick%C3%A1-psychologie-PhDr-Ji%C5%99%C3%AD-Laciga-627210657489219/,,matched,maps_contacts_telefon,,
"PSYCHOLOGICKÁ ORDINACE ALTERA, S.R.O.",Klinický psycholog,"Bartošova 4341, Zlín (část) 760 01, Zlínský kraj",ordinace93@centrum.cz,+420777342253,http://www.psychologiezlin.eu/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
MUDr. Jitka Špačková,Psychiatrická ambulance,"nám. Míru 3760/11, Kroměříž 767 01, Zlínský kraj",,+420573338786,https://www.poliklinika-km.cz/psychiatrie/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Josef Zvoníček,Psychiatrická ambulance,"tř. Osvobození 1388, Otrokovice (část) 765 02, Zlínský kraj",zvonicekjosef@seznam.cz,+420577923390,https://poliklinika-otrokovice.cz/caregiver/mudr-zvonicek-josef/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
"SYMEDIS PLUS, s.r.o.",Psychiatrická ambulance,"Obchodní 1507, Uherské Hradiště (část) 686 01, Zlínský kraj",polach@symedis.cz,+420572551330,https://www.symedis.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Eva De La Hozová,Psychiatrická ambulance,"Josefa Sousedíka 1204, Vsetín 755 01, Zlínský kraj",evadlh@email.cz,+420571417567,https://www.mestovsetin.cz/mudr-eva-de-la-hozova/o-36549,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
PaedDr. Mgr. Yvona Obručová,Psychologická ambulance,"Padělky I 3644, Zlín (část) 760 01, Zlínský kraj",y.obrucova@tiscali.cz,+420775391313,https://www.alfafarm.cz/lekarsky-dum/paeddr-mgr-yvona-obrucova/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
MUDr. Marie Ošádalová s.r.o.,Psychiatrická ambulance,"6. května 591, Bystřice pod Hostýnem 768 61, Zlínský kraj",ostadalova.m@seznam.cz,+420603951350,https://www.firmy.cz/detail/13033107-mudr-marie-ostadalova-bystrice-pod-hostynem.html,,matched,scraped_contacts_telefon,,
PSYCHIATRIE MEDICA S.R.O.,Psychiatrická ambulance,"Palackého 972/23, Holešov 769 01, Zlínský kraj",ostadalova.m@seznam.cz,+420573396178,https://www.psychiatrie-holesov.cz/,,new_contact_both_match_with_email,,"['+420573396178', 'ambulance@psychiatriemedica.cz', 'macharackova@psychiatriemedica.cz', 'kracmarova@psychiatriemedica.cz', 'brzobohata@psychiatriemedica.cz']",new_contact_both_match_with_email
Psychiatrická ambulance MUDr. František Chudárek,Psychiatrická ambulance,"Mostní 1585, Valašské Meziříčí 757 01, Zlínský kraj",chudarek@psychiatrievalmez.cz,+420773873573,https://psychiatrievalmez.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
MUDr. Šebelová Lenka,Psychiatrická ambulance,"Josefa Sousedíka 1204, Vsetín 755 01, Zlínský kraj",l.sebe@seznam.cz,+420571429639,https://www.mestovsetin.cz/mudr-lenka-sebelova/o-36579,,new_contact_both_match_with_email,,"['+420721428525', 'e-podatelna@mestovsetin.czsoci', 'e-podatelna@mestovsetin.cz']",new_contact_both_match_with_email
MUDr. Miroslav Hajda,Psychiatrická ambulance,"Nemocniční 945, Vsetín 755 01, Zlínský kraj",mirekhajda@seznam.cz,+420734155440,https://www.psychiatrie-hajda.cz/#utm_source=firmy.cz&utm_medium=ppd&utm_campaign=firmy.cz-13300779,,matched,maps_contacts_telefon,,
MUDr. Vlasta Hošková - psychiatrie,Psychiatrická ambulance,"Františkánská 163, Uherské Hradiště (část) 686 01, Zlínský kraj",hoskova.vlasta@seznam.cz,+420572551330,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Honová Marcela,Psychiatrická ambulance,"Partyzánů 2174, Uherský Brod (část) 688 01, Zlínský kraj",marcelahonova@seznam.cz,+420269462662,https://www.ekatalog.cz/firma/265781-honova-marcela-mudr/,,new_phone_match,,"['+420269462662', '+420777714121']",new_phone_match
MUDr. Veronika Pavlacká Vaverková - Poradna pro duš. zdraví a psychiatrii,Psychiatrická ambulance,"Sées 1987, Staré Město (část) 686 03, Zlínský kraj",vaverkv@nemuh.cz,+420739122265,https://www.firmy.cz/detail/2422937-mudr-veronika-pavlacka-vaverkova-stare-mesto.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Psychiatrická ordinace MUDr. Josef Kašpárek s.r.o.,Psychiatrická ambulance,"Vodní 13, Uherské Hradiště (část) 686 01, Zlínský kraj",dr.kasparek@seznam.cz,+420606287201,https://nrpzs.uzis.cz/detail-63187-psychiatricka-ordinace-mudr-josef-kasparek-s-r-o.html,,unmatched,,,
Mgr. Jana Kohnová,Psychologická ambulance,"Poštovní 252, Uherské Hradiště (část) 686 01, Zlínský kraj",jana.kohnova@gmail.com,+420775200565,https://cz.linkedin.com/in/jana-kohnov%C3%A1-8a486057,,matched,maps_contacts_telefon,,
Klinický psycholog Mgr. Marta Beníčková,Klinický psycholog,"J. E. Purkyně 365, Uherské Hradiště 686 68, Zlínský kraj",benicekm@nemuh.cz,+420572529852,http://psychologuh.cz/,,unmatched,,,
Mgr. Jarmila Krajčová - psycholog,Psychologická ambulance,"Na Splávku 1182, Uherské Hradiště (část) 686 01, Zlínský kraj",jarkraj@seznam.cz,+420777624059,https://jarmilakrajcova.webnode.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Mudr. Iva Zapletalová - psychiatr,Psychiatrická ambulance,"nám. Míru 350/2A, Kroměříž 767 01, Zlínský kraj",,+420573331629,https://www.firmy.cz/detail/2459422-mudr-iva-zapletalova-kromeriz.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
PRIVÁTNÍ PSYCHIATRICKÁ ORDINACE KROMěřÍŽ s.r.o.,Psychiatrická ambulance,"náměstí Míru 3760/11, Kroměříž 767 01, Zlínský kraj",,+420573338786,https://www.poliklinika-km.cz/psychiatrie/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
PSYCHOLOGICKÉ CENTRUM KROMěřÍŽ s.r.o.,Psychologická ambulance,"Jánská 197/9 , Kroměříž 767 01, Zlínský kraj",psychologicke.km@centrum.cz,,https://psychologicke-centrum-kromeriz.webnode.cz/,,matched,scraped_contacts_email,,
AMBULANCE KLINICKÉ PSYCHOLOGIE A ADIKTOLOGIE KROMěřÍŽ,Psychologická ambulance,"Tovačovského 437, Kroměříž 767 01, Zlínský kraj",ambulancekm@seznam.cz,,https://www.ambulancekm.cz/,,matched,scraped_contacts_email,,
Mgr.Lucie Netopilová - Psychologická praxe,Psychologická ambulance,"Pilařova 8, Kroměříž 767 01, Zlínský kraj",netopilovalucie@gmail.com,+420734378911,http://poradnaln.cz/kontakt.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
PhDr. Jarmila Škarpichová,Psychologická ambulance,"Hrbová 1561, Vsetín 755 01, Zlínský kraj",+420571424699,+420571424699,http://klinickypsychologvsetin.cz,,new_contact_both_match,,['+420571424699'],new_contact_both_match
Psycholog Vsetín - Mgr. Miluše Fišerová,Psychologická ambulance,"Dolní náměstí 1356 , Vsetín 755 01, Zlínský kraj",info@psychologvsetin.cz,+420605224454,https://psychologvsetin.cz/,,matched,"scraped_contacts_email, scraped_contacts_telefon",,
Mgr. Petra Macáková - Konzultárna,Psychoterapeutická ambulance,"Josefa Sousedíka 1204, Vsetín 755 01, Zlínský kraj",macakova.petra@gmail.com,+420776456954,www.facebook.com/konzultarnavsetin,https://www.facebook.com/konzultarnavsetin,matched,maps_contacts_telefon,,
Mgr. Miluše Pixová - Psychologická poradna pro děti a dospělé,Psychologická ambulance,"Jírovcova 1624/13, české Budějovice 3 (část) 370 01, Jihočeský kraj",,+420774853275,https://www.doktor.cz/doktor/mgr-miluse-pixova-soudni-lekarstvi-psychologie-53100/mgr-miluse-pixova-psychologicka-poradna-pro-deti-a-dospele-jirovcova-1624-13-ceske-budejovice-3-ceske-budejovice-370-01-66357,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Psychiatrická ordinace MUDr. Jiří Bartoš,Psychiatrická ambulance,"Bezručova 1098/10, Karlovy Vary 360 01, Karlovarský kraj",bartos.3@tiscali.cz,+420353222879,https://mudr-jiri-bartos-kv.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
MUDr. Václav Ferus - Psychiatrická ambulance,Psychiatrická ambulance,"Krymská 1799/25A, Karlovy Vary 360 01, Karlovarský kraj",vaclav.ferus@seznam.cz,+420353230878,https://www.doktor.cz/doktor/mudr-vaclav-ferus-psychiatrie-navykove-nemoci-9110/mudr-vaclav-ferus-u-nemocnice-1161-karlovy-vary-36301-10622,,matched,maps_contacts_telefon,,
MUDr. Vladimír Beran - Psychiatrie,Psychiatrická ambulance,"Myslbekova 1596, Karlovy Vary 360 01, Karlovarský kraj",,+420353230878,https://www.znamylekar.cz/vladimir-beran-2/psychiatr/karlovy-vary,,matched,maps_contacts_telefon,,
Psychiatrie Karlovy Vary - MUDr. Vladislav Zelenka,Psychiatrická ambulance,"Myslbekova 1596/4, Karlovy Vary 360 01, Karlovarský kraj",vl.zelenka@gmail.com,+420774317577,https://psychiatriekv.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Karel Moravec Recovery clinic a.s.,Psychiatrická ambulance,"Lidická 12, Karlovy Vary 360 01, Karlovarský kraj",628info@recoveryclinic.cz,628info@recoveryclinic.cz,https://www.recoveryclinic.cz/,,new_email_match,,['628info@recoveryclinic.cz'],new_email_match
MUDr. Jitka Bártková,Psychiatrická ambulance,"Bezručova 1098, Karlovy Vary 360 01, Karlovarský kraj",bartkova.jitka@seznam.cz,+420353235211,https://mudr-jitka-bartkova.modernilekar.cz/,,new_contact_both_match,,['+420353235211'],new_contact_both_match
MUDr. Petr Kalina,Psychiatrická ambulance,"Myslbekova 1596/4, Karlovy Vary 360 01, Karlovarský kraj",,+420353230875,https://www.doktor.cz/doktor/mudr-petr-kalina-psychiatrie-soudni-lekarstvi-22320/mudr-petr-kalina-myslbekova-1596-4-karlovy-vary-360-01-29463,,matched,maps_contacts_telefon,,
FOX MEDICAL S.R.O. psychiatrie - psychologie,Psychiatrická ambulance,"Nám. dr. Milady Horákové 8, Karlovy Vary 360 01, Karlovarský kraj",foxmedical.lekar@gmail.com,+420353112272,https://psychiatrie-psychologie-kvary.webnode.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Psychologická ambulance - PhDr. Naděžda Němcová,Psychologická ambulance,"Krymská 1799, Karlovy Vary 360 01, Karlovarský kraj",nemcova.n@seznam.cz,+420353236329,http://www.psychoterapeuti.cz/adresar-psychoterapeutu/item/92-nemcova-nadezda-phdr,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Psychologie Karlovy Vary,Klinický psycholog,"Fibichova 763/2a, Karlovy Vary 360 01, Karlovarský kraj",,+420725159302,https://www.psychologiekv.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Mgr. Veronika Karásková psycholog v Karlových Varech,Psychologická ambulance,"Majakovského 707/29, Karlovy Vary 360 01, Karlovarský kraj",,+420731000569,https://www.psychologkaraskova.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
PhDr. Jiří Bauer,Psychologická ambulance,"Hornická 1613, Sokolov 356 01, Karlovarský kraj",bauer.j@volny.cz,,https://phdr-jiri-bauer-phd.webnode.cz/,,matched,scraped_contacts_email,,
PhDr. Jiří Bauer Karlovy Vary,Psychologická ambulance,"Bezručova 10, Karlovy Vary 360 01, Karlovarský kraj",bauer.j@volny.cz,,https://phdr-jiri-bauer-phd.webnode.cz/,,matched,scraped_contacts_email,,
"Psychologie u orloje s.r.o. , Mgr.Benická Erika",Psychologická ambulance,"Bezručova 1098, Karlovy Vary 360 01, Karlovarský kraj",benicka@psychologieuorloje.cz,+420773332323,https://www.psychologieuorloje.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Psycholog s.r.o.,Psychologická ambulance,"Krymská 1735/37, Karlovy Vary 360 01, Karlovarský kraj",info@psycholog-sro.cz,+420774492626,https://www.psycholog-sro.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
Psychologie KV. s.r.o - Mgr. Marcela Kelucová,Psychologická ambulance,"Bezručova 1321/8, Karlovy Vary 360 01, Karlovarský kraj",,,https://www.registrlekaru.cz/ordinace-psychologie-marcela-kelucova-20975/,,unmatched,,,
Terapeut Mgr. Jakub Kovář,Psychoterapeutická ambulance,"T. G. Masaryka 12, Karlovy Vary 360 01, Karlovarský kraj",kuba.kovar@gmail.com,+420608384120,http://www.kovarjakub.cz/,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
Ordinace klinické psychologie Mgr. Tomáš Hrubý,Klinický psycholog,"T. G. Masaryka 623/12, Karlovy Vary 360 01, Karlovarský kraj",+420603176211,+420603176211,http://tomashrubykv.cz/,,new_contact_both_match,,['+420603176211'],new_contact_both_match
PhDr. Anna Kotrčová - Klinický psycholog,Klinický psycholog,"Komenského 186/5, Karlovy Vary 360 01, Karlovarský kraj",kotrcova.anna@seznam.cz,+420733665632,https://phdr-anna-kotrcova.zdravotniregistr.cz/#utm_source=search.seznam.cz&utm_medium=ppd&utm_content=hledani&utm_term=psycholog%20karlovy%20vary&utm_campaign=firmy.cz-384919,,new_contact_both_match,,['+420733665632'],new_contact_both_match
"CEDUP, s.r.o., MUDr. Blanka Stefanovičová",Psychiatrická ambulance,"Sokolovská 2262, Sokolov 356 01, Karlovarský kraj",blankastefanovicova@seznam.cz,+420352600347,https://www.detskapsychiatriesokolov.cz/,,new_contact_both_match,,['+420352600347'],new_contact_both_match
MUDr. Tomešová Martina,Psychiatrická ambulance,"Rokycanova 1756, Sokolov 356 01, Karlovarský kraj",martina.tomes@centrum.cz,+420602976127,https://www.ordinace.cz/ordinace/redesign/index.php?id=1904,,matched,scraped_contacts_telefon,,
MUDr. Moravcová Michaela - psychiatr,Psychiatrická ambulance,"Rokycanova 1756, Sokolov 356 01, Karlovarský kraj",,+420352308245,https://lpzsokolov.cz/index.php/lekari#mudr-moravcova-michaela,,matched,scraped_contacts_telefon,,
PSYCHOLOG s.r.o. (Sokolov),Psychologická ambulance,"Petra Chelčického 491, Sokolov 356 01, Karlovarský kraj",info@psycholog-sro.cz,+420774492626,http:// www.psycholog-sro.cz,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Vasilij Storčák,Psychiatrická ambulance,"Bezručova 1098/10, Karlovy Vary 360 01, Karlovarský kraj",,+420353972314,https://www.znamylekar.cz/vasilij-storcak/psychiatr/karlovy-vary,,matched,maps_contacts_telefon,,
MUDr. Jana Pechová,Psychiatrická ambulance,"Komenského 515, Mariánské Lázně 353 01, Karlovarský kraj",jana.pechova@volny.cz,+420733392895,https://www.firmy.cz/detail/12876357-mudr-jana-pechova-marianske-lazne.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Barbora Zahradníková,Psychiatrická ambulance,"Valdštejnova 682/20, Cheb 350 02, Karlovarský kraj",barbora.zahradnikova@seznam.cz,+420354430001,https://www.zlatestranky.cz/profil/H691323,,matched,"maps_contacts_telefon, scraped_contacts_telefon, scraped_contacts_email",,
MUDr. Vladimír čapek,Psychiatrická ambulance,"Hradební 18, Cheb 350 02, Karlovarský kraj",vlad.capek@tiscali.cz,+420354422330,https://www.navstevalekare.cz/lekari/psychiatr--psychiatrie-s51017/karlovarsky-kraj-k302/cheb-o514/cheb-m3945/mudr-vladimir-capek-d6821.html,,matched,scraped_contacts_telefon,,
Psychiatrie - psychoterapie s.r.o.,Psychiatrická ambulance,"Hlavní třída 737/13, Mariánské Lázně 353 01, Karlovarský kraj",pravo.o@seznam.cz,+420720058922,https://nrpzs.uzis.cz/detail-135139-psychiatrie-psychoterapie-s-r-o.html,,unmatched,,,
Klinická psychologie Monika Kopárková s. r. o.,Klinický psycholog,"Divadelní nám. 593/3, Cheb 350 02, Karlovarský kraj",mkoparkova@gmail.com,,https://www.koparkovamonika.cz/,,matched,scraped_contacts_email,,
Mgr. Radek Karchňák - Ordinace klinické psychologie a psychoterapie,Klinický psycholog,"Hradební 1096/18, Cheb 350 02, Karlovarský kraj",info@personalconsulting.cz,+420723887881,https://www.firmy.cz/detail/2481182-mgr-radek-karchnak-ordinace-klinicke-psychologie-a-psychoterapie-cheb.html,,matched,"maps_contacts_telefon, scraped_contacts_telefon",,
MUDr. Magdalena Boříková Vojtková,Psychiatrická ambulance,"Jablonského 34, Plzeň 2-Hradiště 326 00, Plzeňský kraj",mborikovavojtkova@seznam.cz,mudrjitkabartosova@seznam.cz,https://mudr-magdalena-borikova-vojtkova.narodnizdravotniregistr.cz/,,new_email_match,,"['mudrjitkabartosova@seznam.cz', 'babincova@centrum.cz', 'mladova@seznam.cz', 'masem@tiscali.cz', 'ludmilavomelova@seznam.cz']",new_email_match
