Název,Kategorie,Adresa,E-mail,Telefon,Webová stránka,web,Matched,Source
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Kamarád",Nízkoprahové zařízení,"Francouzská 1181/26, 742 21 Kopřivnice",marcela.stryjova@armadaspasy.cz,+420737215431,http://www.armadaspasy.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Armáda spásy, Centrum sociálních služeb Jirkov",Nízkoprahové zařízení,"Školní 1727, Jirkov, 431 11 Jirkov 1",zuzana.horcikova@armadaspasy.cz,+420773770285,http://www.armadaspasy.cz/,,matched,scraped_contacts_email
"Armáda spásy, Nízkoprahové zařízení pro děti a mládež Havířov",Nízkoprahové zařízení,"Slovenského národního povstání 805/2, Šumbark, 736 01 Havířov 1",marek.blahut@armadaspasy.cz,+420737215417,http://www.armadaspasy.cz/havirov,,matched,"scraped_contacts_telefon, scraped_contacts_email"
"Armáda spásy, Centrum sociálních služeb - Klub na Úvalské",Nízkoprahové zařízení,"Úvalská 603/36, Drahovice, 360 01 Karlovy Vary",katerina.copova@armadaspasy.cz,+420737215407,http://www.armadaspasy.cz,,matched,scraped_contacts_telefon
"Art Movement, z.s. - Tusarka 26",Nízkoprahové zařízení,"Tusarova 1521/26, Praha 7-Holešovice, 170 00 Praha 7",katerina.riley@artmovement.cz,+420606634688,www.artmovement.cz,https://www.artmovement.cz,matched,scraped_contacts_email
"Poradna Bílého kruhu bezpečí, z.s., české Budějovice",Odborné sociální poradenství,"Riegrova 1756/51, české Budějovice 370 01, Jihočeský kraj",bkb.cbudejovice@bkb.cz,+420734479644,http://www.bkb.cz,,matched,scraped_contacts_telefon
Nízkoprahový klub U-kryt,Nízkoprahové zařízení,"Jiřího z Poděbrad 3109, Frýdek, 738 01 Frýdek-Místek",u-kryt@seznam.cz,+420776219568,www.u-kryt.cz,https://www.u-kryt.cz,matched,scraped_contacts_email
PhDr. Dana Dobiášová - Klinický psycholog a psychoterapeut,Psychologická ambulance,"Kavčí plácek 121/1, Hradec Králové (část) 500 03, Královéhradecký kraj",dana.dobiasova@centrum.cz,+420731171454,www.psy-dobiasova.cz,https://www.psy-dobiasova.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
VIDA centrum Pardubice,Odborné sociální poradenství,"Perštýnské nám. 55 (budova Evropského spolkového domu, Pardubice-Staré Město 530 02, Pardubický kraj",pardubice@vidacentrum.cz,+420775585157,www.vidacr.cz,https://www.vidacr.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Romana Svíbová - tvuj-terapeut.cz,Psychologická ambulance,"československé armády 287/19, Hradec Králové (část) 500 03, Královéhradecký kraj",info@tvuj-terapeut.cz,+420775505315,tvuj-terapeut.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
VIDA centrum Šumperk,Odborné sociální poradenství,"M. R. Štefánika 318/1, Šumperk 787 01, Olomoucký kraj",sumperk@vidacentrum.cz,+420775585155,https://www.vidacr.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Ladislav Polák - psychiatrická ambulance,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 102 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched,scraped_contacts_telefon
VIDA centrum Brno,Odborné sociální poradenství,"Běhounská 2/22, Brno-město (část) 602 00, Jihomoravský kraj",brno@vidacentrum.cz,+420775585156,www.vidacr.cz,https://www.vidacr.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
vrba - centrum psychické péče,Psychiatrická ambulance,"alej Svobody 659/29, Plzeň 1-Severní Předměstí (část) 323 00, Plzeňský kraj",sestra@psychiatrie.help,+420775307011,https://psychiatrie.help/,,matched,scraped_contacts_telefon
MUDr. Tereza Škrábalová - psychiatrická ambulance,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched,scraped_contacts_telefon
Mgr. Zuzana říhová - Psychologická poradna,Psychologická ambulance,"S. K. Neumanna 250/4, Hradec Králové (část) 500 02, Královéhradecký kraj",zuzana.lenderova.rihova@gmail.com,+420774830975,https://zuzanarihova.lender.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
PhDr. Jiří Bauer Karlovy Vary,Psychologická ambulance,"Bezručova 10, Karlovy Vary 360 01, Karlovarský kraj",bauer.j@volny.cz,nan,https://phdr-jiri-bauer-phd.webnode.cz/,,matched,scraped_contacts_email
Mgr. Kateřina Jirková,Psychoterapeutická ambulance,"Vrchlického 293, Rokycany 337 01, Plzeňský kraj",katerina@jirkova.com,+420777013216,http://psychoterapie-rokycany.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ambulance MUDr. Milan Šindlář,Psychiatrická ambulance,"Boloňská 312/10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched,scraped_contacts_telefon
Psychoterapeutické centrum PSYCHOLOG PLZEň,Psychoterapeutická ambulance,"Pražská 15, Plzeň 3-Vnitřní Město 301 00, Plzeňský kraj",poradna@psycholog-plzen.cz,nan,https://psycholog-plzen.cz/,,matched,scraped_contacts_email
"Dr. Jan Vyhnálek Ph.D., psycholog",Psychologická ambulance,"náměstí 5. května 286/3, Hradec Králové (část) 500 02, Královéhradecký kraj",vyhnalekj@gmail.com,+420775249886,www.cpduha.cz,https://www.cpduha.cz,matched,scraped_contacts_telefon
"Mgr. Hejduk Eduard, PaeDr.PhD.",Psychologická ambulance,"čechova 2641/44, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",hejdu@inel.cz,+420602835444,http://www.medisante.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Radka Kamencová - psychiatrická ambulance s. r. o.,Psychiatrická ambulance,"Velké náměstí 221, Strakonice I 386 01, Jihočeský kraj",mudr.kamencova@gmail.com,+420385340872,https://www.psychiatriestrakonice.cz/,,matched,scraped_contacts_telefon
Mgr. Martina Cibulková - Psychoterapie,Psychoterapeutická ambulance,"Kavčí plácek 121/1, Hradec Králové (část) 500 03, Královéhradecký kraj",martina.cibulka@seznam.cz,+420736788346,www.psychoterapiehk.cz,https://www.psychoterapiehk.cz,matched,scraped_contacts_telefon
Jan Pechar,Psychoterapeutická ambulance,"Holostřevy 84, Bor 348 02, Plzeňský kraj",jpechar@centrum.cz,+420777156111,http://www.janpechar.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Marie Kutilová,Psychoterapeutická ambulance,"U Kapličky 386, Sušice I 342 01, Plzeňský kraj",mankak@tiscali.cz,+420606710631,http://www.poradnaukaplicky.cz/kontakt.html,,matched,scraped_contacts_telefon
Mgr. Jaroslav Janský,Psychologická ambulance,"Vaňkova 348, Klatovy II 339 01, Plzeňský kraj",psychologicka.praxe@gmail.com,+420603201446,https://www.psychologickapraxe.com/,,matched,scraped_contacts_telefon
VIDA centrum Kolín,Odborné sociální poradenství,"U Křižovatky 608, Kolín I 280 02, Středočeský kraj",kolin@vidacentrum.cz,+420775585158,http://www.vidacr.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
VIDA centrum Praha,Odborné sociální poradenství,"Dukelských hrdinů 969/6, Holešovice (Praha 7) 170 00, Hlavní město Praha",praha@vidacentrum.cz,+420775585153,www.vidacr.cz,https://www.vidacr.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
VIDA centrum Litoměřice,Odborné sociální poradenství,"Dvořákova 959/1, Litoměřice-Město 412 01, Ústecký kraj",litomerice@vidacentrum.cz,+420775585154,www.vidacr.cz,https://www.vidacr.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
VIDA centrum Rakovník,Odborné sociální poradenství,"Poštovní 239, Rakovník I 269 01, Středočeský kraj",rakovnik@vidacentrum.cz,+420775585162,http://www.vidacr.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Ambulance Kaleidoskop,Odborné sociální poradenství,"Heleny Malířové 411/4, Břevnov (Praha 6) (část) 169 00, Hlavní město Praha",ambulance@kaleidoskop-os.cz,+420774437977,www.kaleidoskop-os.cz,https://www.kaleidoskop-os.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Sociální poradna,Odborné sociální poradenství,"Křižíkova 76/61, Karlín (část) 186 00, Hlavní město Praha",poradna@greendoors.cz,+420774913029,www.greendoors.cz,https://www.greendoors.cz,matched,scraped_contacts_telefon
MUDr. Kylar Martin,Psychiatrická ambulance,"Sokolovská 77, Plzeň 1-Severní Předměstí (část) 323 00, Plzeňský kraj",martin.kylar@email.cz,+420734691521,http://psychiatrie-kylar.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrie Clinterap Praha 10,Psychiatrická ambulance,"Počernická 16, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",pocernicka@clinterap.cz,+420222510607,https://clinterap.cz/psychiatrie-praha-10/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Marie Ošádalová s.r.o.,Psychiatrická ambulance,"6. května 591, Bystřice pod Hostýnem 768 61, Zlínský kraj",ostadalova.m@seznam.cz,+420603951350,https://www.firmy.cz/detail/13033107-mudr-marie-ostadalova-bystrice-pod-hostynem.html,,matched,scraped_contacts_telefon
Odborné sociálně právní poradenství,Odborné sociální poradenství,"K Chatám 22, Skorotice (část) 403 40, Ústecký kraj",spirala.cki@volny.cz,+420472743835,www.spirala-ul.cz,https://www.spirala-ul.cz,matched,scraped_contacts_telefon
Psychiatrie Clinterap Praha 8,Psychiatrická ambulance,"Střelničná 1680/8, Kobylisy (část) 182 00, Hlavní město Praha",rosa@clinterap.cz,+420702129883,https://psychiatrpraha.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ambulance MUDr. František Chudárek,Psychiatrická ambulance,"Mostní 1585, Valašské Meziříčí 757 01, Zlínský kraj",chudarek@psychiatrievalmez.cz,+420773873573,https://psychiatrievalmez.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Lucie Blažková - Psychologická poradna,Psychologická ambulance,"Horova 36/29, Hradec Králové (část) 500 02, Královéhradecký kraj",psychologhk.blazkova@gmail.com,+420737988290,www.psychologicka-poradna-hk.cz,https://www.psychologicka-poradna-hk.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychoterapie - Mgr. Radka Brůnová,Psychoterapeutická ambulance,"Lochenice 23, Lochenice 503 02, Královéhradecký kraj",radkabrunova@seznam.cz,+420736190725,psychoterapiehradeckralove.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Denisa Hatáková - Psychologická poradna,Psychologická ambulance,"Horova 36/29, Hradec Králové (část) 500 02, Královéhradecký kraj",psycholog.hatakova@gmail.com,+420724931027,www.psycholog-hatakova.cz,https://www.psycholog-hatakova.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psycholog Mgr. et Mgr. Radka Minaříková,Psychologická ambulance,"Střelecká 45/2, Hradec Králové (část) 500 02, Královéhradecký kraj",radka.minarikova@post.cz,+420775266244,https://radkaminarikova.webnode.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Sociální poradenství (Kontaktní centrum Anabell Ostrava),Odborné sociální poradenství,"Sokolská třída 81 (areál Hornické polikliniky), Ostrava-Přívoz 702 00, Moravskoslezský kraj",ostrava@anabell.cz,+420602236457,www.anabell.cz,https://www.anabell.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická amublance MUDr. Sylva Zuzánková,Psychiatrická ambulance,"Boloňská 312/10, Praha 10, Horní Měcholupy (část) 109 00, Hlavní město Praha",psordinace.info@gmail.com,+420731692505,http://www.psychicus.cz,,matched,scraped_contacts_telefon
Psycholog s.r.o.,Psychologická ambulance,"Krymská 1735/37, Karlovy Vary 360 01, Karlovarský kraj",info@psycholog-sro.cz,+420774492626,https://www.psycholog-sro.cz/,,matched,scraped_contacts_telefon
Psychologická poradna,Odborné sociální poradenství,"Skácelova 2, Hodonín 695 01, Jihomoravský kraj",poradna@psychocentrumdomecek.cz,nan,www.psychocentrumdomecek.cz,https://www.psychocentrumdomecek.cz,matched,scraped_contacts_email
MUDr. Vlasta Hošková - psychiatrie,Psychiatrická ambulance,"Františkánská 163, Uherské Hradiště (část) 686 01, Zlínský kraj",hoskova.vlasta@seznam.cz,+420572551330,https://www.ekatalog.cz/firma/268148-mudr-vlasta-hoskova-psychiatrie/,,matched,scraped_contacts_telefon
"Psychologie u orloje s.r.o. , Mgr.Benická Erika",Psychologická ambulance,"Bezručova 1098, Karlovy Vary 360 01, Karlovarský kraj",benicka@psychologieuorloje.cz,+420773332323,https://www.psychologieuorloje.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ambulance Pateb Jemnice,Psychiatrická ambulance,"Budějovická 625, Jemnice 675 31, Kraj Vysočina",pateb@pateb.cz,+420565303237,http://www.pateb.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
VIDA centrum Plzeň,Odborné sociální poradenství,"Tylova 1, Plzeň 1-Bolevec (část) 301 00, Plzeňský kraj",plzen@vidacentrum.cz,+420775585159,www.vidacr.cz,https://www.vidacr.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Sociální poradna,Odborné sociální poradenství,"Sušilova 1 (Klášterní středisko), Opava 746 01, Moravskoslezský kraj",poradna@animaviva.cz,+420739404544,www.animaviva.cz,https://www.animaviva.cz,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Lenka Půlpánová - Psychologická poradna,Psychologická ambulance,"Veverkova 1343/1, Hradec Králové (část) 500 02, Královéhradecký kraj",pulpanova@psychoporadnahk.cz,+420732170292,psychoporadnahk.cz,,matched,scraped_contacts_telefon
"Mgr. Marek Vít - Ambulance klinické psychologie, psychoterapie a homeopatie",Klinický psycholog,"Na Chocholouši 409, Hronov (část) 549 31, Královéhradecký kraj",vitm@post.cz,+420777052569,psychosomatika.info,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Mgr. Veronika Karásková psycholog v Karlových Varech,Psychologická ambulance,"Majakovského 707/29, Karlovy Vary 360 01, Karlovarský kraj",,+420731000569,https://www.psychologkaraskova.cz/,,matched,scraped_contacts_telefon
"CDZ Brandýsko, Brandýs nad Labem (Fokus Praha)",CDZ - Centrum duševního zdraví,"Fakultní 2488, Brandýs nad Labem 250 01, Středočeský kraj",info@cdz-brandysko.cz,+420734785199,www.cdz-brandysko.cz,https://www.cdz-brandysko.cz,matched,scraped_contacts_email
Psychocentrum - manželská a rodinná poradna Třebíč,Psychoterapeutická ambulance,"Karlovo náměstí 30/41, Třebíč 674 01, Kraj Vysočina",poradna.tr@psychocentrum.cz,+420704619459,https://www.psychocentrum.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
CDZ Klatovy (Ledovec),CDZ - Centrum duševního zdraví,"Pod Nemocnicí 789, Klatovy I 339 01, Plzeňský kraj",cdzklatovy@ledovec.cz,+420603111542,https://www.ledovec.cz/centrum-dusevniho-zdravi/cdz-klatovy,,matched,scraped_contacts_telefon
CDZ Chomutov (Fokus Labe),CDZ - Centrum duševního zdraví,"Kochova 1185, Chomutov (část) 430 01, Ústecký kraj",hejcova@cdz-usteckykraj.cz,+420730512887,https://www.fokuslabe.cz/centra-dusevniho-zdravi/centrum-dusevniho-zdravi-chomutov/,,matched,scraped_contacts_telefon
CDZ Ústí nad Labem (Fokus Labe),CDZ - Centrum duševního zdraví,"Stroupežnického 1372/9, Ústí nad Labem-centrum (část) 400 01, Ústecký kraj",hnizdil@cdz-usteckykraj.cz,+420733184376,https://www.fokuslabe.cz/centra-dusevniho-zdravi/centrum-dusevniho-zdravi-usti-nad-labem/,,matched,scraped_contacts_telefon
CDZ Strakonice (Fokus Písek),CDZ - Centrum duševního zdraví,"Lidická 1081, Strakonice I 386 01, Jihočeský kraj",cdz.strakonice@fokus-pisek.cz,+420778061769,https://www.fokus-pisek.cz/cdz-strakonice/,,matched,scraped_contacts_telefon
CDZ Mladá Boleslav (Fokus MB),CDZ - Centrum duševního zdraví,"čechova 635/11, Mladá Boleslav I 293 01, Středočeský kraj",svancarova@fokus-mb.cz,+420778449584,https://www.pnkosmonosy.cz/cdz.html,,matched,scraped_contacts_telefon
CDZ Kroměříž (CSP Zlín),CDZ - Centrum duševního zdraví,"Mánesova 3880, Kroměříž 767 01, Zlínský kraj",info@cdzkm.cz,nan,http://www.cdzkm.cz/,,matched,scraped_contacts_email
CDZ Pardubice (PDZ),CDZ - Centrum duševního zdraví,"Bělehradská 389, Pardubice-Staré Město 530 02, Pardubický kraj",pdz-pce@pdz.cz,+420777454573,http://www.pdz.cz/czd-pa.html,,matched,"scraped_contacts_telefon, scraped_contacts_email"
CDZ Praha 9 (Fokus Praha),CDZ - Centrum duševního zdraví,"Lovosická 440/40, Střížkov (Praha 9) 190 00, Hlavní město Praha",info@cdz9.cz,+420734785106,https://cdz9.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psycholog Vsetín - Mgr. Miluše Fišerová,Psychologická ambulance,"Dolní náměstí 1356 , Vsetín 755 01, Zlínský kraj",info@psychologvsetin.cz,+420605224454,https://psychologvsetin.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Sexuologická ambulance (Fakultní nemocnice Plzeň),Psychiatrická ambulance,"alej Svobody 923/80, Plzeň 1-Bolevec (část) 323 00, Plzeňský kraj",fnplzen@fnplzen.cz,+420377103111,http://psych.fnplzen.cz/cs/node/839,,matched,scraped_contacts_telefon
Psychiatrie-ambulance s.r.o.,Psychiatrická ambulance,"Lochotínská 1108/18, Plzeň 1-Severní Předměstí (část) 301 00, Plzeňský kraj",psychiatrie.ambulance.sro@gmail.com,+420601165441,https://psychiatrie-ambulance.cz,,matched,"scraped_contacts_telefon, scraped_contacts_email"
CDZ Praha 8 (Fokus Praha),CDZ - Centrum duševního zdraví,"Dolákova 24, Bohnice (část) 181 00, Hlavní město Praha",info@cdz8.cz,+420734785000,https://cdz8.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
Psychiatrická ordinace MUDr. Jiří Bartoš,Psychiatrická ambulance,"Bezručova 1098/10, Karlovy Vary 360 01, Karlovarský kraj",bartos.3@tiscali.cz,+420353222879,https://mudr-jiri-bartos-kv.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
MUDr. Jaroslava Murgašová,Psychiatrická ambulance,"Tylova 502/39, Plzeň 3 - Jižní předměstí 301 00, Plzeňský kraj",,+420608703358,https://murgasova.cz/,,matched,scraped_contacts_telefon
"CDZ ESET, Praha (ESET, Psychoterapeutická a psychosomatická klinika)",CDZ - Centrum duševního zdraví,"Brigádníků 556/353, Strašnice (Praha 10) (část) 100 00, Hlavní město Praha",cdz@cdzeset.cz,+420224316135,https://www.cdzeset.cz/,,matched,"scraped_contacts_telefon, scraped_contacts_email"
